study_hours,attendance,previous_score,marks
9,93.8,51,48.0
7,85.3,58,49.0
6,75.2,87,75.0
1,65.9,61,35.0
1,63.8,98,70.0
2,70.6,95,71.0
6,78.8,88,74.0
6,78.9,91,77.0
2,73.2,54,30.0
1,65.1,40,13.0
5,76.1,41,26.0
5,79.7,47,35.0
2,66.0,61,40.0
6,77.4,64,55.0
9,92.0,41,37.0
2,70.1,90,64.0
2,55.2,48,23.0
3,76.1,48,27.0
7,81.3,52,42.0
6,76.9,45,34.0
8,84.9,69,63.0
8,87.2,54,50.0
6,82.6,90,75.0
3,74.6,92,74.0
3,71.5,54,39.0
1,63.1,89,63.0
7,86.4,46,36.0
5,74.7,97,84.0
4,68.3,50,30.0
4,73.2,79,60.0
4,73.0,77,61.0
6,86.2,79,70.0
8,83.0,41,32.0
8,83.2,90,87.0
5,68.2,87,72.0
6,82.8,78,68.0
4,66.4,49,29.0
9,91.8,83,78.0
8,82.3,56,45.0
1,55.4,46,20.0
2,60.5,93,66.0
9,96.5,79,77.0
8,81.2,78,72.0
3,68.9,43,26.0
8,87.7,74,67.0
1,59.8,90,67.0
4,71.7,86,68.0
3,71.6,75,56.0
6,81.7,70,61.0
7,79.9,64,50.0
4,70.4,80,68.0
7,83.6,52,47.0
9,92.1,57,56.0
2,61.0,60,40.0
3,71.6,87,68.0
5,77.1,40,26.0
3,70.7,75,55.0
8,88.3,89,84.0
8,91.0,47,40.0
8,86.7,91,85.0
9,93.2,87,85.0
4,72.6,60,40.0
5,69.5,82,68.0
5,74.4,91,74.0
8,86.1,92,90.0
7,77.5,92,82.0
9,90.3,60,57.0
8,87.3,66,61.0
2,68.9,58,38.0
4,75.3,62,46.0
6,82.3,90,80.0
2,69.7,89,67.0
7,85.1,90,84.0
3,70.0,82,58.0
3,72.2,74,55.0
2,69.7,79,57.0
8,93.4,91,87.0
6,80.1,90,80.0
1,62.2,81,54.0
1,65.3,87,64.0
7,88.5,44,33.0
8,79.3,91,83.0
5,80.8,80,66.0
5,80.7,47,33.0
4,68.3,50,31.0
6,82.2,55,40.0
6,83.6,78,66.0
3,70.3,86,67.0
9,92.2,63,64.0
7,88.2,60,52.0
1,59.5,91,68.0
7,74.4,62,58.0
5,80.4,88,72.0
5,76.3,77,65.0
2,68.8,86,65.0
4,74.9,47,24.0
6,76.0,46,35.0
7,83.2,41,34.0
5,82.3,69,57.0
9,91.5,52,54.0
3,75.0,62,42.0
1,61.8,68,39.0
4,70.0,77,62.0
9,83.1,76,71.0
4,76.0,59,42.0
2,65.6,72,52.0
5,73.5,68,54.0
3,68.3,89,68.0
9,92.4,54,50.0
4,74.1,62,46.0
6,75.9,81,68.0
2,61.3,42,19.0
6,86.9,76,68.0
3,70.3,95,74.0
9,81.1,68,63.0
2,68.2,84,60.0
9,90.2,47,47.0
5,80.2,61,47.0
8,90.3,92,87.0
2,71.0,68,45.0
6,81.5,41,31.0
3,62.9,80,61.0
5,75.6,88,73.0
8,89.2,98,92.0
1,65.9,89,65.0
5,75.1,84,69.0
3,77.0,40,20.0
4,76.1,83,66.0
2,66.6,59,38.0
9,87.9,91,81.0
3,67.6,60,39.0
2,68.6,76,53.0
9,86.3,47,44.0
7,86.1,66,58.0
6,86.4,86,79.0
1,56.8,98,75.0
5,75.4,74,59.0
3,75.4,45,23.0
1,59.4,99,74.0
4,71.8,84,65.0
2,70.4,83,60.0
2,68.8,58,32.0
3,77.1,57,38.0
8,98.8,95,91.0
8,87.1,40,34.0
7,77.5,64,46.0
6,77.0,66,55.0
9,97.2,46,43.0
4,72.1,83,67.0
1,69.4,81,56.0
8,78.8,68,58.0
7,83.7,70,60.0
7,82.1,83,77.0
3,77.9,82,69.0
4,84.3,75,60.0
9,88.3,58,52.0
6,78.9,45,36.0
5,79.8,64,49.0
3,67.2,70,50.0
9,87.1,48,48.0
5,71.7,59,43.0
5,67.0,49,34.0
4,69.4,76,57.0
4,76.3,66,50.0
1,63.5,52,28.0
7,88.2,80,72.0
9,89.0,41,38.0
3,76.3,89,68.0
2,65.3,60,41.0
3,66.4,72,53.0
1,64.0,63,36.0
6,83.8,92,80.0
7,82.3,83,73.0
2,65.7,81,59.0
8,87.3,73,67.0
6,76.5,99,91.0
4,72.9,48,34.0
5,69.2,41,23.0
8,98.3,94,86.0
3,73.2,95,73.0
3,62.1,69,49.0
4,64.4,61,43.0
1,65.3,85,61.0
9,95.5,50,45.0
8,92.2,94,85.0
8,89.8,82,75.0
6,78.0,56,44.0
7,84.9,75,66.0
6,85.3,52,45.0
9,83.9,46,40.0
3,68.8,55,38.0
3,63.6,72,50.0
3,72.2,84,67.0
3,74.0,40,21.0
9,91.7,50,51.0
4,71.8,45,25.0
7,85.5,59,53.0
9,94.2,74,71.0
7,88.5,83,77.0
9,93.5,76,75.0
3,81.2,80,60.0
4,72.7,65,49.0
8,84.2,97,87.0
6,73.3,51,40.0
5,81.1,69,56.0
4,71.1,67,49.0
8,88.2,66,59.0
1,66.3,81,59.0
9,96.8,58,54.0
1,66.6,44,17.0
8,85.7,97,90.0
4,69.6,44,23.0
9,90.6,80,82.0
5,70.1,66,49.0
3,64.3,67,50.0
9,90.7,65,60.0
9,92.3,66,60.0
4,69.6,91,74.0
4,64.2,88,71.0
8,83.3,81,77.0
2,68.1,60,34.0
9,100.0,40,39.0
6,75.8,93,85.0
9,89.4,67,64.0
8,89.5,87,87.0
7,89.5,97,91.0
1,61.3,97,73.0
3,73.3,54,34.0
2,53.8,94,70.0
5,77.2,56,42.0
5,82.7,65,55.0
5,74.4,59,45.0
4,72.0,64,49.0
5,81.9,52,37.0
3,66.7,72,55.0
1,69.1,64,38.0
5,72.3,47,35.0
9,83.8,44,41.0
9,90.9,45,43.0
4,77.0,62,46.0
3,68.7,91,69.0
1,61.0,69,37.0
2,65.1,53,31.0
8,85.1,93,90.0
1,58.5,62,33.0
8,86.0,50,44.0
7,96.2,70,62.0
8,86.1,45,41.0
6,84.9,50,38.0
9,91.3,52,45.0
3,70.3,51,34.0
4,74.7,93,72.0
6,80.6,41,29.0
8,85.1,92,83.0
5,73.7,74,61.0
3,75.3,94,75.0
6,80.5,75,63.0
4,69.8,56,36.0
9,87.7,67,62.0
3,66.6,67,49.0
4,75.9,61,46.0
7,88.1,77,69.0
7,83.2,46,35.0
4,77.0,54,38.0
6,81.5,71,62.0
3,69.6,50,30.0
6,77.5,63,52.0
2,64.9,42,16.0
8,87.6,69,66.0
2,64.5,45,20.0
7,88.6,97,86.0
9,89.1,41,38.0
1,62.7,53,30.0
8,89.1,80,71.0
7,84.2,57,49.0
6,74.8,90,79.0
6,76.5,83,69.0
6,76.7,70,56.0
9,83.2,52,47.0
2,65.0,65,41.0
1,63.2,83,58.0
6,78.8,51,38.0
8,89.2,57,52.0
3,69.4,48,25.0
1,60.0,88,62.0
9,88.3,60,60.0
1,64.6,87,63.0
3,73.7,88,72.0
8,85.0,92,84.0
3,66.4,95,74.0
4,76.4,79,61.0
8,93.8,82,77.0
1,60.4,63,36.0
6,82.9,73,65.0
1,67.5,47,23.0
1,69.2,83,60.0
8,87.3,92,83.0
4,75.8,72,56.0
1,72.5,62,37.0
7,89.3,52,43.0
5,71.4,93,76.0
5,76.9,92,83.0
1,68.1,88,63.0
6,77.5,53,39.0
9,95.6,53,48.0
9,91.5,55,53.0
8,95.7,88,84.0
5,77.1,77,63.0
1,66.7,97,73.0
9,92.3,99,99.0
1,61.9,78,52.0
8,85.1,65,58.0
5,84.9,65,50.0
3,65.5,40,18.0
7,83.6,71,62.0
7,77.5,96,87.0
9,88.4,54,53.0
7,77.1,91,87.0
3,70.6,60,37.0
1,54.1,57,31.0
8,87.3,69,63.0
3,77.7,99,81.0
8,85.6,97,95.0
8,89.6,52,45.0
5,73.2,63,48.0
1,67.0,69,47.0
7,79.7,41,31.0
5,76.5,58,43.0
8,81.7,86,82.0
9,93.2,83,80.0
7,83.3,86,76.0
7,81.1,64,57.0
1,55.9,89,64.0
4,67.9,53,35.0
2,69.0,45,24.0
2,58.8,51,30.0
2,69.7,59,38.0
4,72.0,62,45.0
1,67.5,69,44.0
4,66.9,69,53.0
2,68.9,77,53.0
5,76.9,97,84.0
3,67.4,69,47.0
8,85.6,80,76.0
4,73.6,69,57.0
1,62.3,96,71.0
1,63.1,97,74.0
3,64.7,75,54.0
9,94.9,88,84.0
7,83.6,73,62.0
2,72.0,55,35.0
9,94.2,63,62.0
2,73.7,53,30.0
3,67.4,65,47.0
2,61.8,47,25.0
3,76.1,53,40.0
6,78.2,70,56.0
9,92.6,41,38.0
9,89.7,87,86.0
7,73.7,43,38.0
3,75.0,40,17.0
4,73.5,94,75.0
6,77.5,59,48.0
5,77.6,98,87.0
2,69.3,53,32.0
6,84.6,79,68.0
3,67.1,64,42.0
8,94.8,99,96.0
2,74.9,64,42.0
1,56.6,42,18.0
9,86.9,44,41.0
3,70.1,77,54.0
1,67.3,93,67.0
7,91.6,65,57.0
5,83.3,79,65.0
5,74.7,77,62.0
1,68.0,77,56.0
9,94.8,43,39.0
7,88.8,46,38.0
8,84.0,69,65.0
9,90.6,69,68.0
6,85.2,95,82.0
5,71.4,58,44.0
6,87.4,78,67.0
2,63.2,74,53.0
4,68.6,79,61.0
3,73.9,72,53.0
7,74.3,72,61.0
9,96.9,53,49.0
5,79.9,77,61.0
6,83.2,49,38.0
2,63.1,96,76.0
3,79.8,67,47.0
3,64.6,53,32.0
9,86.3,75,71.0
7,85.0,77,69.0
8,97.6,55,53.0
9,93.9,99,100.0
6,86.9,60,49.0
4,79.0,67,48.0
1,66.1,72,45.0
8,84.7,45,40.0
7,90.9,80,71.0
2,73.4,54,34.0
8,84.5,83,76.0
5,79.0,42,29.0
7,84.3,82,71.0
4,76.7,86,69.0
5,80.7,74,58.0
8,86.0,53,43.0
1,73.0,41,17.0
1,68.7,68,41.0
4,75.1,43,27.0
3,67.5,65,45.0
2,66.2,90,65.0
3,75.6,51,31.0
1,56.3,41,14.0
1,63.0,56,33.0
6,82.4,74,60.0
5,72.7,49,34.0
8,85.0,87,82.0
2,63.3,61,40.0
4,78.0,80,66.0
8,89.7,82,76.0
6,78.0,60,46.0
1,66.8,54,31.0
4,72.6,74,57.0
1,60.3,87,65.0
2,65.6,60,38.0
5,69.4,60,46.0
8,88.3,60,53.0
8,86.9,99,97.0
3,70.2,83,63.0
4,74.8,71,55.0
6,81.0,94,79.0
3,69.8,44,26.0
2,62.4,78,55.0
6,84.1,48,37.0
5,72.7,92,78.0
5,80.8,57,45.0
5,70.1,60,45.0
5,81.1,47,34.0
3,66.6,83,66.0
7,83.9,91,79.0
6,84.5,73,63.0
4,71.5,49,32.0
2,64.6,90,64.0
9,88.6,80,78.0
1,65.3,96,69.0
4,77.6,63,46.0
1,62.6,79,54.0
6,85.3,63,51.0
4,71.0,95,78.0
5,74.2,71,54.0
5,70.3,95,80.0
9,84.1,72,67.0
1,58.0,77,48.0
2,62.8,83,61.0
6,79.4,96,83.0
5,75.6,95,82.0
7,84.7,90,78.0
3,73.3,98,78.0
3,66.8,88,70.0
2,66.7,73,48.0
3,64.9,50,26.0
1,65.6,70,46.0
5,74.9,57,42.0
5,73.6,62,46.0
7,80.1,99,91.0
4,66.3,61,47.0
3,67.3,82,61.0
1,68.1,57,31.0
8,91.1,79,71.0
3,83.1,86,66.0
2,62.7,80,52.0
4,73.1,86,71.0
3,68.0,78,60.0
1,56.3,59,32.0
3,69.2,52,33.0
2,60.3,84,56.0
8,84.4,40,32.0
6,77.8,91,76.0
9,91.3,43,40.0
8,89.8,63,60.0
3,79.1,75,54.0
5,71.8,75,59.0
7,91.6,84,74.0
5,80.8,41,29.0
8,84.2,67,61.0
5,77.2,65,50.0
1,66.2,62,36.0
5,68.1,54,41.0
4,68.6,75,60.0
6,83.1,66,56.0
3,74.9,45,23.0
5,73.0,74,63.0
2,64.8,78,54.0
6,80.1,77,64.0
6,83.2,74,64.0
5,71.5,75,58.0
6,85.6,49,38.0
7,78.3,69,60.0
5,75.4,92,79.0
1,64.4,80,57.0
8,88.6,77,69.0
4,73.1,68,51.0
9,93.2,91,86.0
6,80.8,98,90.0
1,67.4,82,57.0
3,72.1,78,61.0
3,72.8,89,71.0
4,77.9,43,30.0
6,85.9,44,34.0
7,73.8,43,34.0
4,82.8,75,58.0
6,71.5,98,85.0
1,62.3,84,55.0
8,81.7,55,51.0
7,85.5,64,53.0
9,92.5,53,51.0
3,63.2,50,31.0
2,63.4,68,44.0
1,58.9,73,48.0
3,76.4,61,41.0
5,72.8,53,40.0
2,71.2,95,72.0
3,78.7,63,41.0
4,72.3,98,78.0
7,85.1,78,70.0
3,64.3,65,41.0
9,91.9,82,78.0
8,85.6,75,70.0
4,76.7,78,61.0
1,69.8,55,33.0
1,60.6,97,71.0
1,70.4,77,51.0
1,59.6,98,72.0
8,90.7,71,69.0
3,66.9,45,21.0
6,74.6,73,61.0
3,66.6,95,76.0
5,80.9,47,30.0
7,78.6,69,59.0
2,66.4,66,45.0
6,77.6,46,39.0
6,74.4,66,53.0
3,64.9,64,43.0
6,82.3,95,85.0
5,74.4,85,70.0
2,59.7,80,56.0
9,85.9,54,52.0
8,87.8,64,65.0
3,59.4,61,39.0
8,78.6,57,48.0
9,86.5,51,47.0
3,67.5,62,41.0
3,62.3,90,72.0
2,70.2,84,61.0
8,81.2,78,74.0
1,70.3,64,38.0
8,83.8,49,42.0
7,79.5,69,60.0
7,85.4,49,35.0
3,64.2,73,52.0
1,66.2,85,61.0
4,71.2,52,32.0
9,96.5,93,95.0
5,90.1,68,53.0
1,57.6,77,54.0
5,86.8,80,70.0
8,90.8,84,78.0
8,91.4,48,42.0
5,73.8,52,33.0
9,85.9,76,75.0
1,60.0,53,26.0
4,71.5,76,58.0
3,63.8,48,29.0
2,69.5,47,29.0
8,80.4,78,70.0
7,76.1,79,67.0
9,93.6,93,93.0
2,71.0,42,21.0
4,72.3,94,74.0
6,76.1,95,82.0
3,68.4,86,65.0
8,92.8,79,75.0
3,74.8,72,55.0
2,77.2,71,54.0
3,68.9,46,26.0
6,80.3,58,48.0
2,67.5,73,49.0
8,90.0,53,49.0
1,61.7,89,64.0
7,90.6,86,81.0
2,63.3,85,64.0
6,81.5,95,82.0
2,69.7,96,74.0
2,66.9,58,32.0
8,85.8,90,83.0
2,65.6,93,68.0
7,93.1,98,90.0
3,72.4,65,44.0
8,94.3,56,51.0
7,84.7,93,86.0
8,83.4,67,62.0
7,90.1,58,48.0
6,77.6,66,56.0
7,89.4,87,79.0
5,74.3,91,74.0
7,81.0,96,82.0
1,55.6,58,32.0
1,67.2,72,46.0
9,94.7,90,88.0
5,71.4,46,35.0
5,78.0,68,56.0
3,65.5,94,74.0
5,79.3,82,67.0
3,67.1,44,23.0
9,95.3,69,67.0
9,82.7,88,86.0
6,83.3,82,70.0
1,54.6,95,68.0
7,90.8,97,91.0
7,87.3,47,42.0
4,70.8,81,62.0
8,96.2,51,44.0
6,73.3,81,67.0
4,76.9,52,35.0
4,72.2,65,46.0
2,61.0,57,31.0
2,70.6,81,59.0
4,75.0,90,71.0
5,73.6,91,74.0
8,82.1,88,80.0
6,73.4,59,49.0
4,74.1,55,39.0
7,89.8,76,67.0
8,86.4,42,38.0
2,68.3,66,47.0
7,80.0,54,41.0
2,57.3,97,75.0
2,65.8,73,53.0
8,77.0,84,81.0
2,68.1,61,37.0
9,89.8,79,77.0
1,65.4,62,36.0
9,96.6,98,95.0
1,67.5,88,65.0
2,73.2,43,18.0
6,72.5,90,80.0
6,81.1,93,81.0
1,68.9,96,73.0
7,82.5,80,74.0
8,92.2,62,57.0
2,71.6,86,64.0
8,92.5,99,97.0
9,87.8,48,42.0
6,73.2,63,48.0
5,73.5,60,46.0
9,95.3,80,79.0
9,91.6,85,83.0
1,72.2,94,70.0
3,72.9,92,73.0
9,92.4,55,56.0
2,69.7,95,71.0
4,75.5,94,76.0
4,72.1,64,49.0
2,63.0,65,43.0
3,66.9,88,67.0
3,63.5,84,63.0
1,62.7,48,18.0
6,74.5,54,43.0
8,80.4,78,72.0
3,69.1,72,57.0
5,80.4,40,25.0
1,68.4,44,15.0
7,86.7,95,88.0
1,58.8,48,24.0
9,96.5,83,81.0
8,84.8,45,40.0
7,88.2,67,60.0
7,76.9,84,73.0
5,71.4,65,52.0
5,80.1,67,53.0
5,68.9,79,65.0
1,63.0,54,30.0
8,81.0,45,39.0
1,70.3,66,43.0
4,73.8,77,59.0
9,77.6,43,38.0
9,87.0,50,44.0
5,75.5,60,44.0
4,77.5,69,53.0
3,66.9,57,37.0
3,72.7,74,52.0
5,84.0,42,30.0
1,62.7,51,22.0
5,79.4,66,51.0
6,77.8,92,82.0
7,81.9,69,63.0
9,86.8,60,58.0
3,74.0,77,58.0
2,59.8,60,38.0
3,71.9,99,80.0
9,94.1,77,70.0
7,82.1,79,72.0
9,89.6,54,48.0
2,71.9,57,36.0
5,74.0,91,73.0
4,72.2,68,51.0
2,66.6,87,63.0
9,87.7,77,74.0
9,93.5,99,98.0
6,78.8,60,45.0
6,73.2,56,45.0
8,92.3,80,74.0
6,86.0,90,81.0
1,55.5,57,30.0
4,74.0,96,77.0
7,79.5,94,86.0
2,71.8,76,58.0
9,96.4,99,99.0
8,87.6,77,69.0
8,86.2,51,47.0
7,84.1,50,42.0
4,69.3,87,73.0
2,69.1,91,71.0
3,65.8,88,68.0
6,78.9,59,47.0
5,75.6,48,31.0
8,81.4,40,31.0
6,74.9,97,86.0
6,82.6,42,27.0
1,62.9,60,32.0
4,69.2,62,41.0
5,74.5,48,33.0
3,66.0,93,75.0
9,90.4,58,57.0
1,66.9,84,59.0
6,83.9,94,87.0
6,77.9,85,72.0
5,74.9,91,78.0
5,76.7,58,46.0
5,84.6,62,47.0
6,84.5,66,58.0
8,96.6,66,63.0
2,61.7,78,56.0
6,80.5,75,62.0
1,60.7,51,23.0
4,72.2,94,73.0
3,69.0,66,46.0
9,85.4,85,80.0
3,76.4,73,59.0
6,77.6,72,60.0
1,55.8,67,41.0
6,77.2,70,61.0
4,77.8,71,51.0
8,88.2,89,82.0
9,85.9,59,55.0
4,77.5,79,64.0
6,72.5,74,61.0
1,63.2,70,44.0
4,69.5,97,81.0
7,87.3,70,64.0
1,63.6,77,53.0
8,92.9,61,55.0
6,78.0,84,72.0
5,81.1,80,65.0
9,91.5,48,44.0
2,65.6,91,70.0
5,71.3,48,34.0
6,79.0,54,41.0
7,78.4,52,43.0
5,83.1,61,48.0
9,92.2,55,46.0
1,69.3,71,47.0
7,83.9,41,37.0
7,81.6,65,56.0
4,74.5,53,40.0
9,96.7,98,96.0
5,78.6,77,63.0
4,70.5,73,58.0
7,82.6,47,36.0
4,77.5,75,61.0
3,74.1,60,39.0
9,90.3,95,90.0
8,91.7,85,79.0
1,66.9,82,58.0
7,84.4,95,89.0
9,92.7,67,64.0
8,87.0,85,78.0
8,93.3,83,79.0
6,76.9,87,72.0
4,67.6,45,26.0
8,90.9,59,52.0
3,65.0,70,49.0
9,84.6,72,66.0
2,68.3,83,59.0
2,65.9,46,28.0
7,91.2,47,39.0
4,73.0,48,31.0
8,81.5,41,33.0
9,94.7,56,57.0
7,81.6,91,83.0
5,74.3,84,69.0
8,92.8,76,71.0
4,72.9,81,62.0
2,66.3,83,58.0
6,82.3,56,46.0
9,88.6,92,93.0
1,64.2,77,48.0
7,85.3,74,68.0
9,94.2,99,97.0
9,85.3,86,82.0
3,73.6,78,57.0
5,77.6,69,55.0
8,90.7,45,37.0
8,88.6,43,35.0
4,72.9,90,72.0
1,64.0,76,51.0
1,62.4,74,50.0
4,75.6,97,82.0
6,78.6,96,84.0
8,87.2,48,46.0
6,76.3,45,34.0
9,86.1,52,55.0
9,91.9,98,95.0
2,64.6,61,40.0
1,60.2,67,42.0
2,65.3,69,45.0
5,76.8,91,80.0
4,75.9,75,60.0
4,66.5,41,21.0
9,93.0,97,95.0
8,90.3,75,72.0
6,82.9,47,35.0
1,61.5,84,58.0
2,66.4,81,59.0
6,76.1,89,77.0
2,65.5,48,23.0
5,74.7,40,26.0
5,73.8,52,39.0
6,81.1,89,79.0
6,82.4,54,39.0
6,81.0,71,61.0
2,72.9,73,47.0
3,65.3,82,63.0
6,79.4,70,61.0
8,87.3,53,51.0
1,65.7,93,68.0
1,71.3,86,66.0
2,65.4,53,29.0
6,80.2,87,78.0
9,92.1,94,94.0
4,72.8,68,56.0
3,64.0,86,68.0
8,82.7,58,50.0
9,96.8,66,62.0
5,73.6,48,31.0
9,88.8,76,73.0
2,72.1,76,57.0
3,70.5,82,60.0
7,77.1,67,56.0
7,87.1,91,88.0
6,91.8,96,84.0
6,75.4,63,48.0
2,64.8,67,41.0
6,78.2,75,65.0
4,78.2,91,74.0
3,59.4,57,38.0
2,60.5,64,40.0
1,65.2,74,49.0
5,72.2,43,30.0
2,70.7,53,29.0
2,67.9,78,57.0
7,86.6,65,58.0
8,84.4,47,40.0
8,83.0,63,60.0
4,66.0,55,41.0
1,67.5,59,34.0
7,91.0,54,46.0
1,68.6,46,24.0
4,75.2,97,79.0
8,81.5,56,52.0
2,75.6,61,36.0
6,82.9,61,52.0
6,87.2,93,84.0
9,93.7,51,50.0
5,74.5,57,47.0
4,70.1,95,81.0
5,78.3,85,70.0
5,81.6,86,77.0
8,83.0,54,49.0
8,92.8,76,70.0
2,73.6,55,28.0
7,90.4,44,36.0
8,85.9,41,34.0
6,75.4,91,80.0
5,69.1,67,51.0
9,92.1,96,95.0
3,75.1,80,60.0
4,72.7,93,78.0
9,89.3,66,65.0
6,72.3,70,57.0
8,82.9,80,75.0
7,94.1,75,69.0
2,65.6,86,62.0
3,74.5,82,63.0
1,63.6,40,11.0
9,91.2,89,91.0
7,82.2,68,58.0
1,61.1,40,15.0
3,69.5,47,24.0
4,80.3,96,80.0
4,68.9,55,36.0
5,80.4,97,83.0
3,74.5,67,49.0
3,72.9,61,41.0
1,61.9,57,33.0
7,82.8,61,52.0
1,61.2,80,52.0
2,61.6,51,31.0
4,80.1,58,38.0
4,69.2,64,45.0
5,81.4,89,79.0
2,71.5,98,78.0
4,78.3,44,24.0
1,61.0,98,72.0
2,66.8,73,52.0
1,57.3,78,50.0
4,80.8,98,83.0
4,72.6,49,32.0
7,87.6,86,84.0
9,91.8,96,95.0
9,92.3,46,43.0
5,75.2,99,82.0
1,65.9,76,54.0
1,64.2,86,59.0
6,75.7,91,78.0
2,67.2,99,79.0
8,83.5,91,87.0
9,89.2,54,53.0
4,71.0,81,65.0
5,74.6,63,48.0
8,93.2,65,61.0
3,70.5,65,41.0
5,74.5,85,75.0
3,75.7,65,44.0
3,71.8,97,79.0
3,71.0,49,29.0
7,80.8,56,44.0
7,84.4,92,85.0
7,85.7,53,40.0
8,85.1,41,36.0
5,71.9,87,72.0
5,79.9,52,36.0
4,70.3,66,51.0
7,88.4,48,38.0
4,68.5,46,28.0
2,67.7,87,59.0
4,74.2,49,30.0
8,87.5,95,88.0
9,92.6,93,87.0
3,60.9,48,27.0
7,86.6,61,51.0
9,94.9,62,59.0
4,69.2,46,23.0
3,62.9,87,71.0
5,81.1,48,33.0
1,57.7,66,38.0
3,71.5,63,45.0
8,92.9,68,67.0
8,92.7,56,49.0
4,75.5,59,44.0
2,63.4,46,22.0
8,81.9,82,79.0
8,89.4,79,74.0
4,74.9,46,26.0
3,71.0,67,49.0
2,72.8,58,33.0
9,93.6,59,53.0
1,60.6,83,53.0
7,74.8,78,69.0
5,76.3,79,65.0
8,96.8,46,37.0
4,65.3,45,28.0
7,83.9,64,56.0
5,75.1,80,64.0
5,79.3,98,83.0
9,87.6,52,50.0
9,88.4,78,77.0
9,100.0,79,79.0
6,80.0,61,49.0
6,80.1,88,77.0
5,69.2,56,40.0
9,89.1,87,83.0
8,91.6,61,53.0
7,85.3,73,66.0
7,85.0,47,42.0
6,82.1,88,76.0
5,77.3,84,75.0
4,71.9,57,40.0
3,70.0,63,45.0
3,63.7,99,73.0
6,85.3,93,84.0
4,74.5,99,84.0
6,84.8,81,71.0
3,68.8,41,23.0
4,65.3,41,24.0
9,90.1,66,64.0
5,82.1,53,38.0
7,88.2,87,74.0
2,63.8,78,58.0
5,78.7,92,78.0
9,85.3,92,88.0
3,76.5,95,76.0
9,85.4,51,48.0
6,87.7,71,59.0
4,76.4,67,46.0
7,87.5,94,84.0
8,88.1,67,61.0
6,75.7,85,76.0
5,79.0,64,49.0
6,77.3,43,30.0
5,75.2,65,47.0
8,83.0,75,70.0
1,58.8,89,69.0
7,81.2,42,35.0
2,70.8,40,20.0
9,84.2,56,55.0
1,69.7,46,19.0
6,76.5,87,74.0
9,90.4,44,42.0
1,61.0,58,34.0
4,68.5,78,59.0
4,66.5,85,67.0
9,89.5,73,70.0
5,87.5,74,61.0
5,75.6,88,76.0
6,83.3,55,44.0
1,65.1,79,50.0
1,68.7,89,68.0
9,88.1,86,87.0
3,71.4,78,60.0
4,79.4,66,47.0
1,70.4,80,55.0
9,87.7,77,73.0
8,79.7,89,87.0
2,66.4,89,66.0
8,81.0,64,56.0
7,87.6,65,59.0
6,76.1,95,83.0
1,68.2,53,26.0
7,83.0,53,41.0
7,84.5,53,45.0
9,93.6,64,63.0
1,61.7,75,50.0
2,67.8,43,15.0
9,84.8,86,79.0
9,85.2,54,49.0
6,87.6,71,63.0
6,75.4,57,42.0
4,63.6,53,32.0
4,70.4,97,84.0
5,75.9,40,26.0
3,64.8,81,62.0
1,68.7,59,33.0
1,60.8,49,28.0
7,84.3,49,36.0
1,71.7,98,73.0
1,68.5,63,37.0
3,72.7,73,53.0
4,77.6,67,48.0
4,70.0,66,48.0
2,65.6,79,54.0
1,64.7,40,12.0
3,66.3,72,46.0
4,68.5,43,24.0
3,68.2,46,26.0
8,89.8,48,42.0
1,61.0,55,28.0
2,75.6,44,20.0
7,76.3,73,61.0
4,71.6,99,80.0
8,96.5,62,62.0
3,69.2,82,59.0
6,75.6,89,74.0
9,87.9,64,59.0
1,70.9,96,68.0
1,65.6,90,66.0
8,83.3,52,43.0
3,66.7,63,44.0
5,72.1,50,34.0
1,59.2,91,62.0
5,82.9,90,77.0
6,85.1,56,44.0
8,78.6,76,69.0
3,74.9,52,35.0
3,65.8,66,50.0
9,96.9,59,50.0
4,69.7,72,54.0
4,72.7,81,59.0
7,79.7,71,60.0
2,69.0,47,25.0
8,84.3,95,94.0
6,74.7,68,53.0
3,71.8,79,59.0
9,88.8,58,53.0
5,78.9,45,29.0
8,78.9,83,73.0
7,75.6,99,87.0
8,90.3,78,72.0
7,83.2,87,82.0
3,70.9,80,60.0
2,69.9,60,38.0
7,84.2,96,89.0
3,73.8,61,45.0
3,70.5,81,57.0
2,69.1,49,27.0
4,74.8,49,31.0
8,88.3,91,86.0
1,60.4,68,45.0
1,66.9,55,30.0
5,74.6,40,28.0
5,80.2,56,43.0
1,65.5,69,43.0
6,69.5,65,52.0
1,71.2,92,68.0
5,80.5,85,73.0
9,86.1,58,56.0
5,81.7,92,78.0
6,77.0,60,49.0
8,94.5,56,52.0
1,65.1,85,62.0
2,64.4,79,59.0
9,95.8,60,60.0
3,68.9,92,71.0
6,74.3,80,68.0
5,71.5,79,68.0
2,72.1,84,63.0
7,77.0,88,77.0
4,74.3,58,43.0
1,61.4,99,77.0
4,73.6,46,28.0
6,82.9,56,47.0
7,81.8,40,34.0
7,82.8,76,64.0
7,80.0,96,88.0
3,71.3,45,21.0
6,72.0,65,53.0
8,94.0,41,34.0
4,76.9,98,83.0
8,89.6,71,67.0
2,62.7,96,75.0
9,87.2,87,88.0
9,85.9,93,87.0
8,79.7,44,32.0
1,65.7,76,50.0
2,75.1,70,50.0
6,79.2,51,38.0
5,73.3,74,57.0
9,84.7,69,64.0
5,71.8,87,71.0
2,62.1,45,19.0
4,79.8,54,38.0
